tt0002305	movie	Life of Villa	Life of Villa	0	1912	\N	\N	Documentary,War
tt0002337	movie	The Mail Order Wife	The Mail Order Wife	0	1912	\N	\N	\N
tt0002405	movie	Oliver Twist	Oliver Twist	0	1912	\N	\N	Drama
tt0002425	movie	Paul J. Rainey's African Hunt	Paul J. Rainey's African Hunt	0	1912	\N	\N	Documentary
tt0002444	movie	Quincy Adams Sawyer	Quincy Adams Sawyer	0	1912	\N	\N	Comedy
tt0002446	movie	Race for a Life	Race for a Life	0	1912	\N	\N	\N
tt0002459	movie	The Reward for Broncho Billy	The Reward for Broncho Billy	0	1912	\N	\N	Drama,Western
tt0002461	movie	The Life and Death of King Richard III	Richard III	0	1912	\N	55	Drama
tt0002483	movie	The Sergeant's Boy	The Sergeant's Boy	0	1912	\N	\N	Drama
tt0002605	movie	The Adventures of Kathlyn	The Adventures of Kathlyn	0	1913	\N	\N	Adventure
tt0002637	movie	Arizona	Arizona	0	1913	\N	\N	Western
tt0002660	movie	Barbarous Mexico	Barbarous Mexico	0	1913	\N	\N	Documentary
tt0002669	movie	The Battle of Gettysburg	The Battle of Gettysburg	0	1913	\N	\N	Drama,War
tt0002670	movie	The Battle of Shiloh	The Battle of Shiloh	0	1913	\N	\N	Drama,War
tt0002678	movie	Ben Bolt	Ben Bolt	0	1913	\N	\N	Adventure
tt0002725	movie	Buried Alive in a Coal Mine	Buried Alive in a Coal Mine	0	1913	\N	\N	Drama
tt0002736	movie	Caprice	Caprice	0	1913	\N	\N	Comedy,Drama
tt0002746	movie	Checkers	Checkers	0	1913	\N	\N	Comedy,Drama
tt0002748	movie	Chelsea 7750	Chelsea 7750	0	1913	\N	\N	Drama
tt0002767	movie	The Count of Monte Cristo	The Count of Monte Cristo	0	1913	\N	69	Drama,History
tt0002772	movie	The Criminal Path	The Criminal Path	0	1914	\N	\N	Crime,Drama
tt0002822	movie	What 80 Million Women Want	What 80 Million Women Want	0	1913	\N	56	Drama
tt0002859	movie	The Fight for Millions	The Fight for Millions	0	1913	\N	\N	Drama
tt0002879	movie	The Fortune Hunters	The Fortune Hunters	0	1913	\N	\N	Drama
tt0002885	movie	From Dusk to Dawn	From Dusk to Dawn	0	1913	\N	90	Drama
tt0002901	movie	The Girl of the Sunny South	The Girl of the Sunny South	0	1913	\N	\N	Drama
tt0002909	movie	The Grand Military Parade	The Grand Military Parade	0	1913	\N	\N	\N
tt0002978	movie	Hoodman Blind	Hoodman Blind	0	1913	\N	\N	Drama
tt0002981	movie	An Hour Before Dawn	An Hour Before Dawn	0	1913	\N	\N	Drama
tt0003006	movie	In the Bishop's Carriage	In the Bishop's Carriage	0	1913	\N	50	Crime,Drama
tt0003008	movie	In the Stretch	In the Stretch	0	1913	\N	\N	Drama
tt0003022	movie	Ivanhoe	Ivanhoe	0	1913	\N	53	Adventure,Drama,Romance
tt0003024	movie	Jack London's Adventures in the South Sea Islands	Jack London's Adventures in the South Sea Islands	0	1913	\N	\N	Documentary
tt0003048	movie	A Lady of Quality	A Lady of Quality	0	1913	\N	\N	Drama
tt0003056	movie	Leah Kleschna	Leah Kleschna	0	1913	\N	\N	Crime,Drama
tt0003058	movie	The Legend of Provence	The Legend of Provence	0	1913	\N	\N	Drama
tt0003070	movie	The Lipton Cup: Introducing Sir Thomas Lipton	The Lipton Cup: Introducing Sir Thomas Lipton	0	1913	\N	\N	Drama,Sport
tt0003098	movie	The Lure of New York	The Lure of New York	0	1913	\N	\N	Drama
tt0003116	movie	The Man from the Golden West	The Man from the Golden West	0	1913	\N	\N	Western
tt0003139	movie	Mexican War Pictures	Mexican War Pictures	0	1913	\N	\N	Documentary
tt0003140	movie	Mexican War Pictures	Mexican War Pictures	0	1913	\N	\N	Documentary
tt0003167	movie	Home, Sweet Home	Home, Sweet Home	0	1914	\N	55	Drama
tt0003171	movie	Moths	Moths	0	1913	\N	\N	Drama
tt0003230	movie	The Old Armchair	The Old Armchair	0	1913	\N	\N	\N
tt0003241	movie	One Hundred Years of Mormonism	One Hundred Years of Mormonism	0	1913	\N	90	Drama,History
tt0003267	movie	The Pendleton, Oregon, Round-Up	The Pendleton, Oregon, Round-Up	0	1913	\N	\N	Documentary
tt0003289	movie	The Port of Doom	The Port of Doom	0	1913	\N	\N	Drama
tt0003298	movie	A Princess of Bagdad	A Princess of Bagdad	0	1913	\N	\N	Drama,Fantasy
tt0003299	movie	A Prisoner in the Harem	A Prisoner in the Harem	0	1913	\N	\N	Drama
tt0003301	movie	The Prisoner of Zenda	The Prisoner of Zenda	0	1913	\N	\N	Adventure
tt0003332	movie	Rick's Redemption	Rick's Redemption	0	1913	\N	\N	\N
tt0003337	movie	Robin Hood	Robin Hood	0	1913	\N	\N	Adventure
tt0003351	movie	Sapho	Sapho	0	1913	\N	\N	Drama
tt0003362	movie	The Sea Wolf	The Sea Wolf	0	1913	\N	70	Drama
tt0003363	movie	The Seed of the Fathers	The Seed of the Fathers	0	1913	\N	\N	Drama,War
tt0003365	movie	Shadows of the Moulin Rouge	Shadows of the Moulin Rouge	0	1913	\N	\N	Drama
tt0003366	movie	The Shame of the Empire State	The Shame of the Empire State	0	1913	\N	\N	Drama
tt0003378	movie	A Sister to Carmen	A Sister to Carmen	0	1913	\N	\N	Drama
tt0003404	movie	The Star of India	The Star of India	0	1913	\N	\N	Drama
tt0003414	movie	The Stranglers of Paris	The Stranglers of Paris	0	1913	\N	\N	Crime,Drama
tt0003438	movie	Ten Nights in a Barroom	Ten Nights in a Barroom	0	1913	\N	\N	Drama
tt0003442	movie	Tess of the D'Urbervilles	Tess of the D'Urbervilles	0	1913	\N	\N	Drama,Romance
tt0003449	movie	The Third Degree	The Third Degree	0	1913	\N	\N	Drama
tt0003456	movie	Through Fire and Air	Through Fire and Air	0	1913	\N	\N	\N
tt0003464	movie	The Tonopah Stampede for Gold	The Tonopah Stampede for Gold	0	1913	\N	\N	Western
tt0003471	movie	Traffic in Souls	Traffic in Souls	0	1913	\N	88	Crime,Drama
tt0003508	movie	Victory	Victory	0	1913	\N	\N	War
tt0003510	movie	Volunteer Organist	Volunteer Organist	0	1913	\N	\N	Drama
tt0003511	movie	The Vortex of Fate	The Vortex of Fate	0	1913	\N	\N	\N
tt0003540	movie	When the Earth Trembled	When the Earth Trembled	0	1913	\N	\N	\N
tt0003545	movie	Who Will Marry Mary?	Who Will Marry Mary?	0	1913	\N	\N	Action,Adventure
tt0003561	movie	With General Pancho Villa in Mexico	With General Pancho Villa in Mexico	0	1913	\N	\N	\N
tt0003584	movie	The $5,000,000 Counterfeiting Plot	The $5,000,000 Counterfeiting Plot	0	1914	\N	\N	Crime,Thriller
tt0003591	movie	Absinthe	Absinthe	0	1914	\N	\N	Drama
tt0003593	movie	Across America by Motor Car	Across America by Motor Car	0	1914	\N	\N	Documentary
tt0003595	movie	Across the Pacific	Across the Pacific	0	1914	\N	\N	Adventure,Drama,Romance
tt0003596	movie	The Active Life of Dolly of the Dailies	The Active Life of Dolly of the Dailies	0	1914	\N	\N	Drama
tt0003598	movie	The Adventures of Andy Clark	The Adventures of Andy Clark	0	1914	\N	\N	Adventure,Comedy
tt0003599	movie	The Adventures of Buffalo Bill	The Adventures of Buffalo Bill	0	1917	\N	\N	Documentary,Western
tt0003600	movie	The Adventures of Kitty Cobb	The Adventures of Kitty Cobb	0	1914	\N	\N	Adventure
tt0003602	movie	The Adventures of a Diplomatic Freelance	The Adventures of a Diplomatic Freelance	0	1914	\N	\N	\N
tt0003605	movie	After the Ball	After the Ball	0	1914	\N	\N	Drama
tt0003606	movie	Aftermath	Aftermath	0	1914	\N	\N	Drama
tt0003613	movie	Alone in New York	Alone in New York	0	1914	\N	\N	Crime,Drama
tt0003617	movie	America	America	0	1914	\N	\N	Adventure
tt0003618	movie	An American Citizen	An American Citizen	0	1914	\N	\N	Comedy,Romance
tt0003631	movie	Aristocracy	Aristocracy	0	1914	\N	\N	Drama
tt0003634	movie	As Ye Sow	As Ye Sow	0	1914	\N	50	Drama
tt0003639	movie	At the Cross Roads	At the Cross Roads	0	1914	\N	\N	Drama
tt0003643	movie	The Avenging Conscience: or 'Thou Shalt Not Kill'	The Avenging Conscience: or 'Thou Shalt Not Kill'	0	1914	\N	78	Crime,Drama,Horror
tt0003654	movie	Bandits of the Border Mine	Bandits of the Border Mine	0	1914	\N	\N	Drama
tt0003655	movie	The Banker's Daughter	The Banker's Daughter	0	1914	\N	\N	Drama
tt0003657	movie	The Bargain	The Bargain	0	1914	\N	70	Western
tt0003658	movie	Barnyard Flirtations	Barnyard Flirtations	0	1914	\N	\N	Comedy
tt0003663	movie	Battle of Gettysgoat	Battle of Gettysgoat	0	1914	\N	\N	Comedy
tt0003664	movie	The Battle of Love	The Battle of Love	0	1914	\N	\N	Drama
tt0003665	movie	The Battle of the Sexes	The Battle of the Sexes	0	1914	\N	50	Drama
tt0003668	movie	Beating Back	Beating Back	0	1914	\N	60	Adventure,Biography,Western
tt0003670	movie	Behind the Scenes	Behind the Scenes	0	1914	\N	75	Drama
tt0003672	movie	La Belle Russe	La Belle Russe	0	1914	\N	\N	Drama
tt0003675	movie	The Beloved Adventurer	The Beloved Adventurer	0	1914	\N	450	Adventure
tt0003676	movie	Beneath the Czar	Beneath the Czar	0	1914	\N	\N	Drama
tt0003677	movie	The Better Man	The Better Man	0	1914	\N	\N	Drama
tt0003686	movie	The Boer War	The Boer War	0	1914	\N	\N	Drama
tt0003688	movie	The Book of Nature	The Book of Nature	0	1914	\N	\N	Documentary
tt0003689	movie	Born Again	Born Again	0	1914	\N	\N	Drama
tt0003692	movie	The Boundary Rider	The Boundary Rider	0	1914	\N	\N	Adventure
tt0003693	movie	A Boy and the Law	A Boy and the Law	0	1914	\N	\N	Drama
tt0003698	movie	Brewster's Millions	Brewster's Millions	0	1914	\N	\N	Comedy
tt0003724	movie	In the Days of the Thundering Herd	In the Days of the Thundering Herd	0	1914	\N	48	Western
tt0003730	movie	The Burglar and the Lady	The Burglar and the Lady	0	1914	\N	\N	Crime,Drama
tt0003731	movie	Burning Daylight: The Adventures of 'Burning Daylight' in Alaska	Burning Daylight: The Adventures of 'Burning Daylight' in Alaska	0	1914	\N	50	Adventure,Drama
tt0003732	movie	Burning Daylight: The Adventures of 'Burning Daylight' in Civilization	Burning Daylight: The Adventures of 'Burning Daylight' in Civilization	0	1914	\N	50	Drama
tt0003736	movie	C.O.D.	C.O.D.	0	1914	\N	\N	Comedy
tt0003743	movie	The Call of the North	The Call of the North	0	1914	\N	\N	Adventure,Drama
tt0003744	movie	Called Back	Called Back	0	1914	\N	\N	Drama
tt0003747	movie	Cameo Kirby	Cameo Kirby	0	1914	\N	50	Action,Drama,Romance
tt0003748	movie	Captain Alvarez	Captain Alvarez	0	1914	\N	\N	Drama
tt0003749	movie	The Captain Besley Expedition	The Captain Besley Expedition	0	1914	\N	\N	Documentary
tt0003750	movie	Captain F.E. Kleinschmidt's Arctic Hunt	Captain F.E. Kleinschmidt's Arctic Hunt	0	1914	\N	\N	Documentary
tt0003752	movie	Captain Swift	Captain Swift	0	1914	\N	\N	Drama
tt0003754	movie	The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands	The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands	0	1914	\N	\N	Documentary
tt0003756	movie	Cardinal Richelieu's Ward	Cardinal Richelieu's Ward	0	1914	\N	\N	Drama
tt0003761	movie	A Celebrated Case	A Celebrated Case	0	1914	\N	\N	Drama
tt0003763	movie	Charlotte Corday	Charlotte Corday	0	1914	\N	\N	Drama,History
tt0003765	movie	The Chechako	The Chechako	0	1914	\N	\N	Drama
tt0003768	movie	The Chimes	The Chimes	0	1914	\N	\N	Drama,Fantasy
tt0003771	movie	The Christian	The Christian	0	1914	\N	\N	Drama
tt0003772	movie	Cinderella	Cinderella	0	1914	\N	52	Drama,Fantasy
tt0003774	movie	The Circus Man	The Circus Man	0	1914	\N	50	Drama
tt0003778	movie	Clothes	Clothes	0	1914	\N	\N	Drama
tt0003779	movie	Cocaine Traffic; Or, The Drug Terror	Cocaine Traffic; Or, The Drug Terror	0	1914	\N	\N	Drama
tt0003780	movie	The Colosseum in Films	The Colosseum in Films	0	1914	\N	\N	Documentary
tt0003790	movie	The Coming Power	The Coming Power	0	1914	\N	\N	Drama
tt0003791	movie	Common Beasts of Africa	Common Beasts of Africa	0	1914	\N	\N	Documentary
tt0003792	movie	The Conspiracy	The Conspiracy	0	1914	\N	\N	Drama,Mystery
tt0003798	movie	The Country Mouse	The Country Mouse	0	1914	\N	\N	Comedy
tt0003799	movie	The County Chairman	The County Chairman	0	1914	\N	\N	Comedy,Drama
tt0003802	movie	The Criminal Code	The Criminal Code	0	1914	\N	\N	Drama
tt0003804	movie	The Crucible	The Crucible	0	1914	\N	\N	Drama,Romance
tt0003815	movie	Damaged Goods	Damaged Goods	0	1914	\N	\N	Drama
tt0003816	movie	Damon and Pythias	Damon and Pythias	0	1914	\N	100	Drama
tt0003817	movie	Dan	Dan	0	1914	\N	\N	Drama,War
tt0003820	movie	The Dancer and the King	The Dancer and the King	0	1914	\N	\N	Drama
tt0003825	movie	The Daughters of Men	The Daughters of Men	0	1914	\N	\N	Drama
tt0003827	movie	The Day of Days	The Day of Days	0	1914	\N	\N	Drama
tt0003830	movie	Detective Craig's Coup	Detective Craig's Coup	0	1914	\N	\N	Crime,Drama
tt0003831	movie	The Detective Queen	The Detective Queen	0	1914	\N	\N	Drama
tt0003838	movie	The Dishonored Medal	The Dishonored Medal	0	1914	\N	\N	Adventure
tt0003840	movie	Doc	Doc	0	1914	\N	\N	Western
tt0003854	movie	Dodge City Trail	Dodge City Trail	0	1936	\N	56	Adventure,Music,Western
tt0003856	movie	The Dollar Mark	The Dollar Mark	0	1914	\N	50	Drama
tt0003859	movie	Dope	Dope	0	1914	\N	\N	Drama
tt0003869	movie	The Dream Woman	The Dream Woman	0	1914	\N	\N	Drama,Horror
tt0003871	movie	The Eagle's Mate	The Eagle's Mate	0	1914	\N	\N	Drama
tt0003875	movie	The Education of Mr. Pipp	The Education of Mr. Pipp	0	1914	\N	\N	Comedy
tt0003877	movie	Elizabeth's Prayer	Elizabeth's Prayer	0	1914	\N	\N	Drama
tt0003888	movie	The Envoy Extraordinary	The Envoy Extraordinary	0	1914	\N	\N	Drama
tt0003890	movie	The Escape	The Escape	0	1914	\N	70	Drama
tt0003891	movie	Escaped from Siberia	Escaped from Siberia	0	1914	\N	\N	Drama
tt0003893	movie	Even Unto Death	Even Unto Death	0	1914	\N	\N	Drama
tt0003897	movie	The Exploits of Elaine	The Exploits of Elaine	0	1914	\N	\N	Action
tt0003924	movie	Facing the Gattling Guns	Facing the Gattling Guns	0	1914	\N	\N	Drama
tt0003925	movie	A Factory Magdalen	A Factory Magdalen	0	1914	\N	\N	Drama
tt0003927	movie	A False Beauty	A False Beauty	0	1914	\N	\N	\N
tt0003929	movie	Fantasma	Fantasma	0	1914	\N	\N	Fantasy
tt0003935	movie	The Fatal Night	The Fatal Night	0	1914	\N	\N	Drama,History
tt0003938	movie	The Fates and Flora Fourflush	The Fates and Flora Fourflush	0	1914	\N	\N	Comedy
tt0003957	movie	A Fight for Freedom; Or, Exiled to Siberia	A Fight for Freedom; Or, Exiled to Siberia	0	1914	\N	\N	Drama
tt0003959	movie	Fighting Death	Fighting Death	0	1914	\N	\N	Drama
tt0003965	movie	Fire and Sword	Fire and Sword	0	1914	\N	\N	Adventure
tt0003971	movie	The Flooding and Opening of the Panama Canal	The Flooding and Opening of the Panama Canal	0	1914	\N	\N	Documentary
tt0003973	movie	A Florida Enchantment	A Florida Enchantment	0	1914	\N	63	Comedy
tt0003974	movie	Florida Historic Scenes and Florida in Mid-Winter	Florida Historic Scenes and Florida in Mid-Winter	0	1914	\N	\N	Documentary
tt0003977	movie	The Folly of Revenge	The Folly of Revenge	0	1916	\N	50	Drama
tt0003987	movie	Forgiven; Or, The Jack of Diamonds	Forgiven; Or, The Jack of Diamonds	0	1914	\N	\N	Drama
tt0003988	movie	The Fortune Hunter	The Fortune Hunter	0	1914	\N	\N	Comedy
tt0003994	movie	Frou Frou	Frou Frou	0	1914	\N	\N	Drama
tt0004000	movie	The Gamblers	The Gamblers	0	1914	\N	\N	Drama
tt0004006	movie	A Gentleman from Mississippi	A Gentleman from Mississippi	0	1914	\N	50	Drama
tt0004013	movie	The Ghost Breaker	The Ghost Breaker	0	1914	\N	60	Adventure,Horror
tt0004027	movie	A Good Little Devil	A Good Little Devil	0	1914	\N	50	Drama
tt0004028	movie	The Good-for-Nothing	The Good-for-Nothing	0	1914	\N	\N	Comedy,Drama,Western
tt0004031	movie	The Governor's Ghost	The Governor's Ghost	0	1914	\N	\N	Drama
tt0004037	movie	The Great Diamond Robbery	The Great Diamond Robbery	0	1914	\N	\N	Drama
tt0004038	movie	The Great Leap: Until Death Do Us Part	The Great Leap: Until Death Do Us Part	0	1914	\N	\N	Drama,Romance
tt0004043	movie	The Greyhound	The Greyhound	0	1914	\N	\N	Crime,Drama
tt0004052	movie	The Hazards of Helen	The Hazards of Helen	0	1914	\N	1428	Action
tt0004057	movie	Hearts Adrift	Hearts Adrift	0	1914	\N	\N	Romance
tt0004058	movie	Hearts United	Hearts United	0	1914	\N	\N	Drama
tt0004061	movie	Hearts and Flowers	Hearts and Flowers	0	1914	\N	\N	Drama
tt0004063	movie	Hearts of Oak	Hearts of Oak	0	1914	\N	\N	Drama
tt0004095	movie	His Holiness, the Late Pope Pius X, and the Vatican	His Holiness, the Late Pope Pius X, and the Vatican	0	1914	\N	\N	Documentary
tt0004097	movie	His Last Dollar	His Last Dollar	0	1914	\N	\N	Comedy,Drama
tt0004099	movie	The New Wizard of Oz	His Majesty, the Scarecrow of Oz	0	1914	\N	59	Adventure,Comedy,Family
tt0004117	movie	Hook and Hand	Hook and Hand	0	1914	\N	\N	Crime,Drama
tt0004118	movie	The Hoosier Schoolmaster	The Hoosier Schoolmaster	0	1914	\N	\N	Drama
tt0004125	movie	The House Next Door	The House Next Door	0	1914	\N	\N	Drama
tt0004126	movie	The House of Bondage	The House of Bondage	0	1914	\N	\N	Drama
tt0004130	movie	The Human Bloodhound	The Human Bloodhound	0	1914	\N	\N	Drama
tt0004134	movie	Hypocrites	Hypocrites	0	1915	\N	54	Drama
tt0004137	movie	The Idler	The Idler	0	1914	\N	\N	\N
tt0004140	movie	Ill Starred Babbie	Ill Starred Babbie	0	1914	\N	\N	\N
tt0004142	movie	Imar the Servitor	Imar the Servitor	0	1914	\N	\N	Drama
tt0004150	movie	In the Land of the Head Hunters	In the Land of the Head Hunters	0	1914	\N	65	Drama,History
tt0004152	movie	In the Name of the Prince of Peace	In the Name of the Prince of Peace	0	1914	\N	\N	War
tt0004155	movie	The Indian Wars	The Indian Wars	0	1914	\N	\N	History,Western
tt0004163	movie	The Invisible Power	The Invisible Power	0	1914	\N	\N	Drama
tt0004164	movie	Ireland, a Nation	Ireland, a Nation	0	1914	\N	50	Drama,History
tt0004167	movie	Jane Eyre	Jane Eyre	0	1914	\N	50	Drama
tt0004169	movie	Jess	Jess	0	1914	\N	\N	Drama
tt0004170	movie	Jess of the Mountain Country	Jess of the Mountain Country	0	1914	\N	\N	Drama
tt0004175	movie	John Barleycorn	John Barleycorn	0	1914	\N	\N	Drama
tt0004177	movie	Joliet Prison, Joliet, Ill.	Joliet Prison, Joliet, Ill.	0	1914	\N	\N	Documentary
tt0004178	movie	Joseph and His Coat of Many Colors	Joseph and His Coat of Many Colors	0	1914	\N	\N	Drama
tt0004179	movie	Joseph in the Land of Egypt	Joseph in the Land of Egypt	0	1914	\N	52	Drama
tt0004180	movie	The Judge's Wife	The Judge's Wife	0	1914	\N	\N	Drama
tt0004181	movie	Judith of Bethulia	Judith of Bethulia	0	1914	\N	61	Drama
tt0004182	movie	The Jungle	The Jungle	0	1914	\N	\N	Drama
tt0004184	movie	The Kangaroo	The Kangaroo	0	1914	\N	\N	Drama
tt0004188	movie	The Key to Yesterday	The Key to Yesterday	0	1914	\N	\N	Drama
tt0004192	movie	The King of the Bowery	The King of the Bowery	0	1914	\N	\N	Drama
tt0004201	movie	The Ladies' War	The Ladies' War	0	1914	\N	\N	Comedy
tt0004205	movie	The Land of the Lost	The Land of the Lost	0	1914	\N	\N	Drama
tt0004207	movie	The Last Egyptian	The Last Egyptian	0	1914	\N	\N	Adventure,Drama,Romance
tt0004208	movie	The Last Volunteer	The Last Volunteer	0	1914	\N	74	Drama,War
tt0004214	movie	Lena Rivers	Lena Rivers	0	1914	\N	\N	Drama
tt0004215	movie	Lena Rivers	Lena Rivers	0	1914	\N	\N	Drama
tt0004221	movie	Life in a Western Penitentiary	Life in a Western Penitentiary	0	1914	\N	\N	Documentary,Western
tt0004222	movie	The Life of Big Tim Sullivan; Or, from Newsboy to Senator	The Life of Big Tim Sullivan; Or, from Newsboy to Senator	0	1914	\N	\N	Drama
tt0004223	movie	The Life of General Villa	The Life of General Villa	0	1914	\N	105	Action,Adventure,Biography
tt0004224	movie	Life's Shop Window	Life's Shop Window	0	1914	\N	50	Drama
tt0004225	movie	The Light Unseen	The Light Unseen	0	1914	\N	\N	Drama
tt0004226	movie	The Lightning Conductor	The Lightning Conductor	0	1914	\N	\N	Comedy
tt0004230	movie	The Line-Up at Police Headquarters	The Line-Up at Police Headquarters	0	1914	\N	\N	Drama
tt0004232	movie	The Lion and the Mouse	The Lion and the Mouse	0	1914	\N	\N	Drama
tt0004234	movie	The Little Angel of Canyon Creek	The Little Angel of Canyon Creek	0	1914	\N	\N	Western
tt0004236	movie	The Little Gray Lady	The Little Gray Lady	0	1914	\N	\N	Drama
tt0004237	movie	The Little Jewess	The Little Jewess	0	1914	\N	\N	Drama
tt0004244	movie	The Littlest Rebel	The Littlest Rebel	0	1914	\N	\N	Drama
tt0004249	movie	Lola	Lola	0	1914	\N	\N	Drama
tt0004253	movie	The Long Arm of the Law	The Long Arm of the Law	0	1914	\N	\N	Adventure
tt0004257	movie	The Lost Paradise	The Lost Paradise	0	1914	\N	\N	Drama
tt0004267	movie	Love Never Dies	Love Never Dies	0	1916	\N	50	Drama
tt0004272	movie	Lucille Love: The Girl of Mystery	Lucille Love: The Girl of Mystery	0	1914	\N	300	Action
tt0004275	movie	The Lure	The Lure	0	1914	\N	\N	Drama
tt0004291	movie	The Man Who Could Not Lose	The Man Who Could Not Lose	0	1914	\N	\N	Drama
tt0004292	movie	The Man Who Disappeared	The Man Who Disappeared	0	1914	\N	\N	Thriller
tt0004294	movie	The Man from Home	The Man from Home	0	1914	\N	\N	Drama
tt0004295	movie	The Man from Mexico	The Man from Mexico	0	1914	\N	\N	Comedy
tt0004299	movie	The Man o' Warsman	The Man o' Warsman	0	1914	\N	\N	Drama
tt0004301	movie	Man of the Hour	Man of the Hour	0	1914	\N	50	Drama
tt0004302	movie	The Man on the Box	The Man on the Box	0	1914	\N	\N	Comedy,Drama
tt0004303	movie	Manon Lescaut	Manon Lescaut	0	1914	\N	60	Drama,Romance
tt0004304	movie	The Marked Woman	The Marked Woman	0	1914	\N	\N	Drama
tt0004306	movie	Marta of the Lowlands	Marta of the Lowlands	0	1914	\N	\N	Drama
tt0004307	movie	Martin Eden	Martin Eden	0	1914	\N	50	Drama
tt0004312	movie	The Master Cracksman	The Master Cracksman	0	1914	\N	72	Crime,Drama
tt0004313	movie	The Master Key	The Master Key	0	1914	\N	\N	Action,Adventure,Drama
tt0004314	movie	The Master Mind	The Master Mind	0	1914	\N	\N	Crime,Drama
tt0004319	movie	McVeagh of the South Seas	McVeagh of the South Seas	0	1914	\N	59	Drama
tt0004321	movie	Memories	Memories	0	1914	\N	\N	Drama,Romance
tt0004325	movie	The Merchant of Venice	The Merchant of Venice	0	1914	\N	\N	Drama
tt0004328	movie	Michael Strogoff	Michael Strogoff	0	1914	\N	\N	Drama
tt0004335	movie	A Million Bid	A Million Bid	0	1914	\N	\N	Drama,Romance
tt0004336	movie	The Million Dollar Mystery	The Million Dollar Mystery	0	1914	\N	\N	Adventure,Mystery
tt0004337	movie	The Million Dollar Robbery	The Million Dollar Robbery	0	1914	\N	\N	Drama
tt0004338	movie	The Million	The Million	0	1914	\N	\N	Comedy,Drama
tt0004341	movie	The Minstrel Man	The Minstrel Man	0	1914	\N	\N	\N
tt0004351	movie	The Monster and the Girl	The Monster and the Girl	0	1914	\N	\N	Drama
tt0004356	movie	Mother Love	Mother Love	0	1914	\N	\N	Drama
tt0004357	movie	A Mother's Heart	A Mother's Heart	0	1914	\N	\N	Drama
tt0004362	movie	Mr. Barnes of New York	Mr. Barnes of New York	0	1914	\N	\N	Drama
tt0004363	movie	Mrs. Black Is Back	Mrs. Black Is Back	0	1914	\N	\N	Comedy
tt0004365	movie	Mrs. Wiggs of the Cabbage Patch	Mrs. Wiggs of the Cabbage Patch	0	1914	\N	\N	Drama
tt0004369	movie	My Official Wife	My Official Wife	0	1914	\N	\N	Drama
tt0004371	movie	The Mysterious Man of the Jungle	The Mysterious Man of the Jungle	0	1914	\N	\N	Adventure
tt0004373	movie	The Mysterious Mr. Wu Chung Foo	The Mysterious Mr. Wu Chung Foo	0	1914	\N	\N	Drama
tt0004376	movie	The Mystery of Edwin Drood	The Mystery of Edwin Drood	0	1914	\N	\N	Mystery
